name,strand,start,end,chrom
Prpf8,+,75486776,75509447,chr11
Prph,+,99055173,99058978,chr15
Prph2,+,46910484,46924926,chr17
Prpmp5,-,132311589,132314743,chr6
Prps1,+,140456602,140476140,chrX
Prps1l1,+,34984760,34986436,chr12
Prps1l3,+,57230411,57242168,chr12
Prps2,-,167346332,167382699,chrX
Prpsap1,-,116470815,116490346,chr11
Prpsap2,-,61729649,61762088,chr11
Prr11,-,87089155,87108714,chr11
Prr12,-,45027706,45052881,chr7
Prr13,+,102459169,102462806,chr15
Prr14,+,127471613,127476758,chr7
Prr14l,-,32789206,32854230,chr5
Prr15,+,54327011,54330200,chr6
Prr15l,+,96929323,96935647,chr11
Prr16,+,51117897,51304641,chr18
Prr18,+,8340405,8344113,chr17
Prr19,+,25301358,25304133,chr7
Prr22,+,56770275,56772134,chr17
Prr23a,+,98842586,98843645,chr9
Prr27,+,87825696,87846386,chr5
Prr3,-,35972538,35979825,chr17
Prr30,-,101197689,101200069,chr14
Prr32,+,45090903,45092790,chrX
Prr33,-,142491079,142506771,chr7
Prr36,-,4209542,4217312,chr8
Prr5,+,84680997,84703673,chr15
Prr5l,-,101714284,101838980,chr2
Prr7,+,55464266,55473155,chr13
Prr9,-,92122203,92123947,chr3
Prrc1,+,57354732,57392719,chr18
Prrc2a,-,35149085,35164877,chr17
Prrc2b,+,32151147,32234537,chr2
Prrc2c,-,162671784,162740556,chr1
Prrg1,-,78449609,78583897,chrX
Prrg2,-,45053606,45061652,chr7
Prrg3,+,71962624,71972722,chrX
Prrg4,-,104830740,104849850,chr2
Prrt1,+,34629685,34632260,chr17
Prrt2,-,127017541,127021211,chr7
Prrt3,-,113493638,113501931,chr6
Prrt4,-,29169229,29179584,chr6
Prrx1,-,163245118,163313650,chr1
Prrx2,+,30845366,30881247,chr2
Prrxl1,+,32599926,32649246,chr14
Prss1,+,41458929,41463786,chr6
Prss12,+,123446912,123506602,chr3
Prss16,-,22002175,22009741,chr13
Prss2,+,41521775,41525079,chr6
Prss21,+,23868071,23873113,chr17
Prss22,-,23993533,23998100,chr17
Prss23,-,89507784,89517586,chr7
Prss27,+,24038242,24045949,chr17
Prss28,+,25308645,25311876,chr17
Prss29,+,25318653,25322684,chr17
Prss3,-,41373758,41377613,chr6
Prss30,-,23972126,23975230,chr17
Prss32,+,23853771,23859776,chr17
Prss33,-,23833360,23835767,chr17
Prss34,+,25298393,25300161,chr17
Prss35,+,86743632,86757506,chr9
Prss36,-,127932637,127946725,chr7
Prss37,-,40514823,40519508,chr6
Prss38,-,59372668,59375653,chr11
Prss39,+,34498429,34503062,chr1
Prss40,-,34552330,34560943,chr1
Prss41,-,23836784,23844156,chr17
Prss42,+,110798184,110803744,chr9
Prss43,+,110826689,110831504,chr9
Prss44,+,110813993,110817999,chr9
Prss45,+,110834587,110841310,chr9
Prss46,+,110844505,110856522,chr9
Prss48,-,85993809,86002491,chr3
Prss50,+,110857966,110864628,chr9
Prss51,+,64093695,64097672,chr14
Prss52,+,64104322,64113751,chr14
Prss53,-,127885443,127890970,chr7
Prss54,-,95559291,95575197,chr8
Prss55,-,64075442,64085389,chr14
Prss56,+,87183492,87188404,chr1
Prss57,-,79781473,79788985,chr10
Prss58,-,40895261,40900387,chr6
Prss8,-,127925716,127930113,chr7
Prtg,+,72807273,72917307,chr9
Prtn3,+,79879666,79883172,chr10
Prune,-,95253673,95282076,chr3
Prune2,+,16956117,17223932,chr19
Prx,+,27499323,27520041,chr7
Psap,+,60277627,60302600,chr10
Psapl1,+,36204020,36206567,chr5
Psat1,-,15905122,15925059,chr19
Psca,+,74714838,74717065,chr15
Psd,-,46312086,46327156,chr19
Psd2,+,35964829,36014716,chr18
Psd3,-,67689081,67974574,chr8
Psd4,+,24385396,24408729,chr2
Psen1,+,83688562,83735199,chr12
Psen2,-,180227003,180256300,chr1
Psenen,-,30561865,30563184,chr7
Psg-ps1,+,17672312,17682060,chr7
Psg16,+,17074039,17098971,chr7
Psg17,-,18813936,18821591,chr7
Psg18,-,18345807,18355007,chr7
Psg19,-,18789124,18798510,chr7
Psg20,-,18674365,18685992,chr7
Psg21,-,18646653,18656725,chr7
Psg22,+,18718089,18727248,chr7
Psg23,-,18606342,18616501,chr7
Psg25,-,18519701,18532227,chr7
Psg26,-,18474581,18484149,chr7
Psg27,-,18556513,18567305,chr7
Psg28,-,18422535,18432055,chr7
Psg29,+,17203476,17215756,chr7
Psip1,-,83455680,83486448,chr4
Pskh1,+,105900473,105931802,chr8
Psma1,-,114264549,114276116,chr7
Psma2,+,14613241,14625673,chr13
Psma3,+,70974622,70994923,chr12
Psma4,+,54950858,54958030,chr9
Psma5,+,108256925,108279952,chr3
Psma6,+,55398824,55418459,chr12
Psma7,-,180036366,180042464,chr2
Psma8,+,14706150,14762299,chr18
Psmb1,-,15475720,15498276,chr17
Psmb10,-,105935727,105938392,chr8
Psmb11,+,54625309,54629556,chr14
Psmb2,+,126677642,126709715,chr4
Psmb3,+,97703433,97713500,chr11
Psmb4,-,94884323,94886958,chr3
Psmb5,-,54614119,54617995,chr14
Psmb6,+,70525356,70527858,chr11
Psmb7,-,38588045,38643906,chr2
Psmb8,+,34198194,34201454,chr17
Psmb9,-,34182098,34187330,chr17
Psmc1,+,100112330,100123364,chr12
Psmc2,+,21785282,21803784,chr5
Psmc3,+,91054015,91059438,chr2
Psmc3ip,-,101092140,101095435,chr11
Psmc4,-,28041701,28050092,chr7
Psmc5,+,106256184,106263112,chr11
Psmc6,+,45329823,45349071,chr14
Psmd1,+,86064618,86139295,chr1
Psmd10,-,140948424,140956711,chrX
Psmd11,+,80428614,80472133,chr11
Psmd12,+,107479527,107498036,chr11
Psmd13,+,140882393,140898642,chr7
Psmd14,+,61711693,61800376,chr2
Psmd2,+,20651651,20663414,chr16
Psmd3,+,98682553,98695978,chr11
Psmd4,-,95032690,95042614,chr3
Psmd5,-,34852088,34870962,chr2
Psmd6,-,14112184,14120904,chr14
Psmd7,-,107580379,107588482,chr8
Psmd8,-,29174186,29180673,chr7
Psmd9,+,123228189,123250125,chr5
Psme1,+,55578493,55581527,chr14
Psme2,-,55587439,55591101,chr14
Psme2b,-,48945351,48946410,chr11
Psme3,+,101316250,101323530,chr11
Psme4,+,30771774,30880361,chr11
Psmf1,-,151716061,151741310,chr2
Psmg1,-,95979934,95990903,chr16
Psmg2,+,67641598,67654162,chr18
Psmg3,-,139823593,139826843,chr5
Psmg4,+,34162963,34178172,chr13
Psors1c2,+,35533200,35534648,chr17
Pspc1,-,56722448,56778316,chr14
Psph,-,129765557,129787253,chr5
Pspn,-,56999456,57000018,chr17
Psrc1,+,108383803,108388231,chr3
Pstk,+,131371145,131387838,chr7
Pstpip1,+,56089975,56128890,chr9
Pstpip2,+,77794549,77882879,chr18
Ptafr,+,132564066,132580866,chr4
Ptar1,+,23687399,23721129,chr19
Ptbp1,+,79854431,79864435,chr10
Ptbp2,-,119718741,119783388,chr3
Ptbp3,-,59471867,59549364,chr4
Ptcd1,-,145147377,145167104,chr5
Ptcd2,-,99319648,99344678,chr13
Ptcd3,-,71880637,71908762,chr6
Ptch1,-,63511532,63565520,chr13
Ptch2,+,117096355,117114831,chr4
Ptchd1,-,155569735,155623327,chrX
Ptchd2,-,148236856,148287965,chr4
Ptchd3,+,121830217,121843436,chr11
Ptchd4,+,42315946,42507741,chr17
Ptcra,-,46755662,46763712,chr17
Ptdss1,+,66932829,66998401,chr13
Ptdss2,+,141131285,141156154,chr7
Pten,+,32757576,32826160,chr19
Pter,+,12924040,13003454,chr2
Ptf1a,+,19445662,19447501,chr2
Ptgdr,-,44851234,44859375,chr14
Ptgdr2,+,10937159,10942511,chr19
Ptgds,-,25466711,25469749,chr2
Ptger1,+,83666639,83670103,chr8
Ptger2,+,44988110,45003820,chr14
Ptger3,+,157566891,157644758,chr3
Ptger4,-,5233398,5244187,chr15
Ptges,-,30889470,30903297,chr2
Ptges2,+,32395889,32402740,chr2
Ptges3,+,128058981,128077254,chr10
Ptges3l,-,101418813,101425333,chr11
Ptgfr,-,151798609,151837528,chr3
Ptgfrn,-,101040235,101110166,chr3
Ptgir,+,16906489,16910905,chr7
Ptgis,-,167203195,167240537,chr2
Ptgr1,-,58965589,58987078,chr4
Ptgr2,+,84285295,84315832,chr12
Ptgs1,+,36230425,36252271,chr2
Ptgs2,+,150100123,150108012,chr1
Ptgs2os,-,150074872,150099874,chr1
Ptgs2os2,-,150159042,150164948,chr1
Pth,-,113385575,113388573,chr7
Pth1r,-,110722084,110747145,chr9
Pth2,+,45180994,45181838,chr7
Pth2r,+,65311256,65389244,chr1
Pthlh,-,147252109,147264085,chr6
Ptk2,-,73205104,73423191,chr15
Ptk2b,-,66153256,66281052,chr14
Ptk6,-,181195123,181202789,chr2
Ptk7,-,46564450,46629504,chr17
Ptma,+,86526735,86530698,chr1
Ptms,-,124913674,124917946,chr6
Ptn,-,36715662,36811361,chr6
Ptov1,-,44863067,44869788,chr7
Ptp4a1,-,30940302,30949755,chr1
Ptp4a2,+,129820478,129850003,chr4
Ptp4a3,+,73723144,73758766,chr15
Ptpdc1,-,48577868,48625672,chr13
Ptpmt1,-,90910712,90918050,chr2
Ptpn1,+,167932326,167979385,chr2
Ptpn11,-,121130532,121191397,chr5
Ptpn12,-,20986644,21055797,chr5
Ptpn13,+,103425191,103598361,chr5
Ptpn14,+,189728267,189876693,chr1
Ptpn18,+,34459745,34473779,chr1
Ptpn2,-,67665500,67724621,chr18
Ptpn20,+,33589269,33640754,chr14
Ptpn21,-,98676740,98737405,chr12
Ptpn22,+,103859794,103912252,chr3
Ptpn23,-,110385088,110408210,chr9
Ptpn3,-,57190840,57301837,chr4
Ptpn4,-,119658092,119837071,chr1
Ptpn5,-,47077799,47133684,chr7
Ptpn6,-,124720706,124738709,chr6
Ptpn7,+,135132724,135145320,chr1
Ptpn9,+,56994967,57062807,chr9
Ptpra,+,130450277,130554300,chr2
Ptprb,+,116301373,116389538,chr10
Ptprc,-,138062858,138175305,chr1
Ptprcap,+,4154645,4156710,chr19
Ptprd,-,75941236,78211895,chr4
Ptpre,+,135537823,135686294,chr7
Ptprf,-,118208212,118291397,chr4
Ptprg,+,11553552,12242039,chr14
Ptprh,-,4548613,4604041,chr7
Ptprj,-,90429755,90580647,chr2
Ptprk,+,28074819,28597397,chr10
Ptprm,-,66666847,67354459,chr17
Ptprn,-,75247040,75264208,chr1
Ptprn2,+,116485719,117278167,chr12
Ptpro,+,137252298,137464633,chr6
Ptprq,-,107517359,107720027,chr10
Ptprr,+,116018362,116274929,chr10
Ptprs,-,56412425,56476480,chr17
Ptprt,-,161521987,162661147,chr2
Ptprtos,+,162390812,162393946,chr2
Ptpru,-,131768456,131838278,chr4
Ptprv,-,135108497,135132575,chr1
Ptprz1,+,22875501,23052916,chr6
Ptrf,-,100956735,100970617,chr11
Ptrh1,+,32775820,32777593,chr2
Ptrh2,+,86683982,86692457,chr11
Ptrhd1,+,4234026,4240123,chr12
Pts,-,50521616,50528641,chr9
Pttg1,-,43420247,43426248,chr11
Pttg1ip,+,77581766,77598732,chr10
Ptx3,+,66219886,66225806,chr3
Ptx4,+,25120759,25125268,chr17
Puf60,-,76070181,76080946,chr15
Pum1,+,130663358,130781565,chr4
Pum2,+,8674133,8752583,chr12
Pura,+,36281161,36288244,chr18
Purb,-,6467598,6476076,chr11
Purg,+,33386324,33417469,chr8
Pus1,-,110773666,110780615,chr5
Pus10,+,23665673,23732876,chr11
Pus3,+,35559465,35567400,chr9
Pus7,-,23740164,23783711,chr5
Pus7l,-,94522639,94543507,chr15
Pusl1,-,155888859,155891762,chr4
Pvalb,-,78191117,78206351,chr15
Pvr,-,19903577,19921143,chr7
Pvrl1,+,43744575,43807461,chr9
Pvrl2,-,19716643,19749573,chr7
Pvrl3,-,46394857,46496967,chr16
Pvrl4,+,171370172,171388287,chr1
Pvt1,+,62037986,62250975,chr15
Pwp1,+,85871830,85889103,chr10
Pwp2,-,78170909,78185149,chr10
Pwwp2a,+,43681997,43722633,chr11
Pwwp2b,+,139248481,139267253,chr7
Pxdc1,-,34627840,34652681,chr13
Pxdn,+,29938035,30017658,chr12
Pxk,+,8098212,8165111,chr14
Pxmp2,-,110274285,110286168,chr5
Pxmp4,-,154587043,154603673,chr2
Pxn,+,115506675,115555987,chr5
Pxt1,-,28933985,28942262,chr17
Pxylp1,-,96823342,96889474,chr9
Pycard,-,127991372,127993867,chr7
Pycr1,-,120635711,120643670,chr11
Pycr2,+,180904273,180908088,chr1
Pycrl,-,75916462,75921560,chr15
Pydc3,+,173673679,173698392,chr1
Pydc4,-,173591956,173599274,chr1
Pygb,+,150786795,150831748,chr2
Pygl,-,70190814,70227683,chr12
Pygm,+,6384428,6398459,chr19
Pygo1,+,72925649,72946015,chr9
Pygo2,+,89430213,89435130,chr3
Pyhin1,+,173630858,173647928,chr1
Pyroxd1,+,142345696,142362624,chr6
Pyroxd2,-,42725857,42752775,chr19
Pyurf,-,57684738,57692078,chr6
Pyy,-,102106675,102107776,chr11
Pzp,-,128483566,128526720,chr6
Qars,+,108508004,108515941,chr9
Qdpr,-,45434031,45450229,chr5
Qk,-,10206470,10319361,chr17
Qpct,+,79051905,79090243,chr17
Qpctl,-,19140216,19149196,chr7
Qprt,-,127107769,127122029,chr7
Qrfp,-,31806167,31810518,chr2
Qrfpr,-,36179425,36222275,chr3
Qrich1,+,108517086,108560167,chr9
Qrich2,-,116441324,116454347,chr11
Qrsl1,-,43874189,43901736,chr10
Qser1,-,104754792,104816696,chr2
Qsox1,-,155778154,155812899,chr1
Qsox2,-,26209123,26237399,chr2
Qtrt1,+,21411836,21420279,chr9
Qtrtd1,-,43861412,43889676,chr16
R3hcc1,-,69697303,69714809,chr14
R3hcc1l,+,42518804,42592256,chr19
R3hdm1,+,128103305,128237735,chr1
R3hdm2,+,127390310,127499384,chr10
R3hdm4,-,79910052,79916930,chr10
R3hdml,+,163492317,163502612,chr2
R74862,-,143021783,143053686,chr7
Rab1,+,20201601,20226856,chr11
Rab10,-,3247427,3309969,chr12
Rab10os,+,3235790,3250374,chr12
Rab11a,-,64715299,64737756,chr9
Rab11b,-,33742483,33760486,chr17
Rab11fip1,-,27138772,27174646,chr8
Rab11fip2,-,59902883,59943654,chr19
Rab11fip3,-,25989035,26069177,chr17
Rab11fip4,+,79591211,79694012,chr11
Rab11fip4os1,-,79607078,79623163,chr11
Rab11fip4os2,-,79670372,79675086,chr11
Rab11fip5,-,85334961,85374634,chr6
Rab12,-,66494511,66519670,chr17
Rab13,+,90213714,90226387,chr3
Rab14,-,35180204,35201120,chr2
Rab15,-,76797962,76822524,chr12
Rab17,-,90958132,90969620,chr1
Rab18,+,6765166,6791606,chr18
Rab19,+,39381427,39390379,chr6
Rab1b,-,5099206,5106996,chr19
Rab20,-,11453976,11478499,chr8
Rab21,-,115289861,115315591,chr10
Rab22a,+,173659844,173702182,chr2
Rab23,+,33719895,33742564,chr1
Rab24,-,55319222,55321980,chr13
Rab25,-,88542028,88548279,chr3
Rab26,-,24529053,24533747,chr17
Rab26os,+,24528250,24528744,chr17
Rab27a,+,73044809,73097614,chr9
Rab27b,-,69979130,70141605,chr18
Rab28,-,41624975,41708155,chr5
Rab29,+,131867276,131872889,chr1
Rab2a,+,8535643,8607702,chr4
Rab2b,-,52261758,52279395,chr14
Rab30,+,92741713,92837117,chr7
Rab31,-,65651725,65772752,chr17
Rab32,-,10545038,10558207,chr10
Rab33a,+,48519284,48530240,chrX
Rab33b,+,51483965,51496212,chr3
Rab34,+,78188426,78192193,chr11
Rab35,+,115631986,115647158,chr5
Rab36,+,75037088,75054100,chr10
Rab37,+,115091430,115162240,chr11
Rab38,+,88430272,88491572,chr7
Rab39,-,53684109,53706232,chr9
Rab39b,-,75572044,75578231,chrX
Rab3a,+,70754678,70758686,chr8
Rab3b,+,108879069,108943324,chr4
Rab3c,-,110054186,110280206,chr13
Rab3d,-,21907510,21918121,chr9
Rab3gap1,+,127868772,127943876,chr1
Rab3gap2,+,185204167,185286746,chr1
Rab3il1,+,10018227,10035586,chr19
Rab3ip,-,116905783,116950380,chr10
Rab40b,-,121356120,121388251,chr11
Rab40c,-,25882113,25919714,chr17
Rab42,-,132302193,132303356,chr4
Rab43,-,87788852,87812164,chr6
Rab44,+,29135055,29148976,chr17
Rab4a,+,123805995,123835291,chr8
Rab4b,-,27168432,27178883,chr7
Rab5a,+,53479233,53507678,chr17
Rab5b,-,128677182,128696268,chr10
Rab5c,-,100715002,100738215,chr11
Rab6a,+,100607585,100641268,chr7
Rab6b,+,103112073,103185270,chr9
Rab7,-,87999105,88045270,chr6
Rab8a,+,72161199,72181366,chr8
Rab8b,-,66843663,66919705,chr9
Rab9,-,166457251,166479867,chrX
Rab9b,-,136858150,136868540,chrX
Rabac1,-,24969749,24972728,chr7
Rabep1,+,70844760,70943105,chr11
Rabep2,+,126428766,126445907,chr7
Rabepk,-,34778665,34799912,chr2
Rabgap1,+,37443284,37566437,chr2
Rabgap1l,-,160219173,160792938,chr1
Rabgef1,+,130171818,130214337,chr5
Rabggta,-,55715876,55722176,chr14
Rabggtb,-,153907288,153912966,chr3
Rabif,+,134494659,134507884,chr1
Rabl2,-,89582526,89591923,chr15
Rabl3,+,37539893,37572385,chr16
Rabl6,-,25583017,25608446,chr2
Rac1,-,143505480,143527993,chr5
Rac2,-,78559168,78572783,chr15
Rac3,+,120721467,120723969,chr11
Racgap1,-,99620495,99651656,chr15
Rad1,+,10486017,10499063,chr15
Rad17,-,100617163,100651061,chr13
Rad18,-,112619850,112696670,chr6
Rad21,-,51962603,51991760,chr15
Rad21l,-,151645403,151668533,chr2
Rad23a,-,84834651,84840665,chr8
Rad23b,+,55350041,55392237,chr4
Rad50,-,53649518,53707319,chr11
Rad51,+,119112816,119136070,chr2
Rad51ap1,-,126923418,126939555,chr6
Rad51ap2,+,11456078,11462928,chr12
Rad51b,+,79297281,79814690,chr12
Rad51c,-,87377606,87404954,chr11
Rad51d,-,82871960,82890624,chr11
Rad52,+,119902697,119922823,chr6
Rad54b,+,11558919,11615808,chr4
Rad54l,-,116096954,116123690,chr4
Rad54l2,-,106688079,106789213,chr9
Rad9a,-,4195197,4201603,chr19
Rad9b,-,122325507,122354195,chr5
Radil,-,142484838,142551098,chr5
Rae1,+,173000116,173015739,chr2
Raet1a,+,22158608,22374139,chr10
Raet1b,+,22173874,22374113,chr10
Raet1c,+,22173901,22374139,chr10
Raet1d,+,22361893,22374139,chr10
Raet1e,+,22173520,22183914,chr10
Raf1,-,115618572,115676635,chr6
Rag1,-,101638251,101649532,chr2
Rag2,+,101624747,101632528,chr2
Rai1,+,60105012,60199195,chr11
Rai14,-,10568977,10714631,chr15
Rai2,+,161717035,161779494,chrX
Rala,-,17880574,17944217,chr13
Ralb,-,119470304,119504782,chr1
Ralbp1,-,65848427,65885755,chr17
Ralgapa1,-,55602889,55821516,chr12
Ralgapa2,-,146241298,146512004,chr2
Ralgapb,+,158409852,158499253,chr2
Ralgds,+,28513166,28553082,chr2
Ralgps1,-,33133418,33371494,chr2
Ralgps2,-,156804165,156939626,chr1
Raly,+,154791109,154867261,chr2
Ralyl,+,13471654,14182287,chr3
Ramp1,+,91179821,91225196,chr1
Ramp2,+,101246333,101248250,chr11
Ramp3,+,6658532,6677475,chr11
Ran,+,129020155,129024321,chr5
Ranbp1,-,18239978,18248694,chr16
Ranbp10,-,105768307,105827350,chr8
Ranbp17,-,33211793,33513746,chr11
Ranbp2,+,58446851,58494154,chr10
Ranbp3,+,56673224,56711769,chr17
Ranbp3l,+,8967948,9067333,chr15
Ranbp6,-,29808107,29812974,chr19
Ranbp9,-,43402672,43480973,chr13
Rangap1,-,81704247,81729919,chr15
Rangrf,-,68972483,68975185,chr11
Rap1a,-,105727259,105801381,chr3
Rap1b,-,117814596,117845974,chr10
Rap1gap,+,137664725,137729861,chr4
Rap1gap2,-,74383482,74590158,chr11
Rap1gds1,-,138925896,139075201,chr3
Rap2a,+,120478460,120507192,chr14
Rap2b,+,61364506,61368703,chr3
Rap2c,-,51003913,51018018,chrX
Rapgef1,+,29619719,29740363,chr2
Rapgef2,-,79062528,79145875,chr3
Rapgef3,-,97744769,97767666,chr15
Rapgef4,+,71981214,72257474,chr2
Rapgef5,+,117516478,117756978,chr12
Rapgef6,+,54522844,54699286,chr11
Rapgefl1,+,98836784,98853005,chr11
Raph1,-,60483184,60566765,chr1
Rapsn,+,91035626,91045729,chr2
Rara,+,98937695,98974942,chr11
Rarb,-,16430839,17082331,chr14
Rarg,-,102234937,102257522,chr15
Rarres1,-,67478885,67515523,chr3
Rarres2,-,48569697,48572670,chr6
Rars,-,35808380,35834528,chr11
Rars2,+,34614957,34660167,chr4
Rasa1,-,85214698,85289486,chr13
Rasa2,-,96539299,96631503,chr9
Rasa3,-,13567217,13677587,chr8
Rasa4,+,136083915,136111861,chr5
Rasal1,+,120648811,120679610,chr5
Rasal2,-,157135182,157412595,chr1
Rasal3,-,32390660,32403581,chr17
Rasd1,-,59963180,59964942,chr11
Rasd2,+,75213943,75224113,chr8
Rasef,-,73714578,73790602,chr4
Rasgef1a,+,118066384,118091546,chr6
Rasgef1b,-,99217419,99252927,chr5
Rasgef1c,+,49901834,49980223,chr11
Rasgrf1,+,89909774,90026979,chr9
Rasgrf2,-,91880406,91988042,chr13
Rasgrp1,-,117279992,117342877,chr2
Rasgrp2,+,6400582,6415216,chr19
Rasgrp3,+,75435904,75529053,chr17
Rasgrp4,+,29134932,29153955,chr7
Rasip1,+,45627536,45639092,chr7
Rasl10a,+,5058127,5060383,chr11
Rasl10b,+,83410071,83421038,chr11
Rasl11a,+,146845070,146847726,chr5
Rasl11b,+,74195325,74199477,chr5
Rasl12,+,65398487,65414853,chr9
Rasl2-9,-,5124941,5125950,chr7
Rassf1,+,107551554,107562267,chr9
Rassf10,+,112953961,112957458,chr7
Rassf2,-,131992849,132029988,chr2
Rassf3,-,121410350,121476250,chr10
Rassf4,-,116633007,116673836,chr6
Rassf5,-,131176409,131245178,chr1
Rassf6,-,90603075,90640487,chr5
Rassf7,+,141215859,141218658,chr7
Rassf8,+,145808382,145817584,chr6
Rassf9,+,102512221,102546560,chr10
Raver1,-,21074163,21091988,chr9
Raver1-fdx1l,-,21067513,21092008,chr9
Raver2,+,101069037,101152370,chr4
Rax,-,65934638,65939089,chr18
Rb1,-,73195501,73325791,chr14
Rb1cc1,+,6214661,6276104,chr1
Rbak,-,143172185,143180775,chr5
Rbakdn,-,143164778,143165751,chr5
Rbbp4,-,129307099,129335370,chr4
Rbbp5,+,132477366,132505665,chr1
Rbbp6,+,122970563,123002572,chr7
Rbbp7,+,162760371,162779090,chrX
Rbbp8,+,11633275,11743207,chr18
Rbbp8nl,-,180277645,180289879,chr2
Rbbp9,-,144542264,144550859,chr2
Rbck1,-,152316333,152332639,chr2
Rbfa,-,80192263,80200619,chr18
Rbfox1,+,5884792,7412480,chr16
Rbfox2,-,77078989,77307053,chr15
Rbfox3,-,118489759,118911597,chr11
Rbks,-,31624438,31697610,chr5
Rbl1,-,157145893,157204534,chr2
Rbl2,+,91070056,91123844,chr8
Rbm10,+,20617502,20650905,chrX
Rbm11,+,75592890,75602825,chr16
Rbm12,-,156094881,156111965,chr2
Rbm12b1,+,12140116,12146746,chr4
Rbm12b2,+,12089369,12096271,chr4
Rbm14,-,4800565,4811634,chr19
Rbm15,-,107326109,107333289,chr3
Rbm15b,-,106883984,106887000,chr9
Rbm17,-,11585438,11603199,chr2
Rbm18,-,36116078,36136704,chr2
Rbm19,+,120116512,120198971,chr5
Rbm20,+,53677305,53867080,chr19
Rbm22,+,60560785,60572729,chr18
Rbm24,+,46418299,46431099,chr13
Rbm25,+,83632233,83683123,chr12
Rbm26,-,105114518,105177327,chr14
Rbm27,+,42275352,42341540,chr18
Rbm28,-,29123572,29164724,chr6
Rbm3,-,8138974,8145880,chrX
Rbm31y,+,12688109,17402718,chrY
Rbm33,+,28317188,28419242,chr5
Rbm34,-,126947172,126971079,chr8
Rbm38,+,173021901,173034731,chr2
Rbm39,-,156147240,156180238,chr2
Rbm3os,+,8145426,8147963,chrX
Rbm4,-,4784292,4794009,chr19
Rbm41,-,139889510,139998595,chrX
Rbm42,-,30640994,30650228,chr7
Rbm43,-,51924448,51935009,chr2
Rbm44,+,91145102,91170795,chr1
Rbm45,+,76369983,76383767,chr2
Rbm46,-,82836522,82876483,chr3
Rbm46os,+,82876704,82943638,chr3
Rbm47,-,66016548,66151954,chr5
Rbm48,-,3583977,3596547,chr5
Rbm4b,+,4756524,4765941,chr19
Rbm5,-,107740494,107771002,chr9
Rbm6,-,107773558,107872819,chr9
Rbm7,-,48488696,48495330,chr9
Rbm8a,+,96629927,96633791,chr3
Rbms1,-,60751952,60963204,chr2
Rbms2,-,128129469,128180297,chr10
Rbms3,-,116572746,117629913,chr9
Rbmx,-,57383347,57393036,chrX
Rbmx2,+,48695003,48710719,chrX
Rbmxl1,-,78505268,78508928,chr8
Rbmxl2,+,107209444,107210916,chr7
Rbmy,+,2830679,3783271,chrY
Rbp1,+,98422960,98446550,chr9
Rbp2,+,98490536,98509771,chr9
Rbp3,+,33954021,33964216,chr14
Rbp4,-,38116619,38125321,chr19
Rbp7,-,149449701,149454968,chr4
Rbpj,+,53555778,53657445,chr5
Rbpjl,+,164403193,164415448,chr2
Rbpms,-,33782643,33929863,chr8
Rbpms2,+,65630581,65660518,chr9
Rbsn,-,92186711,92214811,chr6
Rbx1,+,81466315,81476369,chr15
Rc3h1,+,160906410,160974976,chr1
Rc3h2,-,37370070,37422903,chr2
Rcan1,-,92391950,92466169,chr16
Rcan2,+,43801850,44039516,chr17
Rcan3,-,135412308,135433805,chr4
Rcbtb1,+,59201227,59237265,chr14
Rcbtb2,+,73142509,73184054,chr14
Rcc1,-,132331918,132345750,chr4
Rcc2,+,140701472,140723220,chr4
Rccd1,-,80316615,80324454,chr7
Rce1,-,4622550,4625617,chr19
Rchy1,-,91948841,91963068,chr5
Rcl1,+,29101374,29143843,chr19
Rcn1,-,105385947,105399319,chr2
Rcn2,+,56041844,56059083,chr9
Rcn3,-,45082913,45092213,chr7
Rcor1,+,111039797,111113386,chr12
Rcor2,+,7269763,7275225,chr19
Rcor3,-,192098545,192138040,chr1
Rcsd1,-,165648944,165708094,chr1
Rcvrn,+,67695325,67703355,chr11
Rd3,+,191977369,191988282,chr1
Rd3l,-,111979322,111980751,chr12
Rdh1,+,127759762,127768299,chr10
Rdh10,+,16105881,16132550,chr1
Rdh11,-,79175550,79191819,chr12
Rdh12,+,79208913,79222661,chr12
Rdh13,-,4425664,4445657,chr7
Rdh14,+,10390779,10395562,chr12
Rdh16,+,127801152,127815839,chr10
Rdh18-ps,+,127824215,127846565,chr10
Rdh19,+,127849927,127861176,chr10
Rdh5,-,128913590,128919297,chr10
Rdh7,-,127884026,127888733,chr10
Rdh8,+,20818503,20826163,chr9
Rdh9,+,127776404,127792697,chr10
Rdm1,+,101627948,101636081,chr11
Rdx,+,52047149,52088738,chr9
Rec114,-,58652855,58741559,chr9
Rec8,+,55618165,55625395,chr14
Reck,+,43875529,43944806,chr4
Recql,-,142350341,142387087,chr6
Recql4,-,76703552,76710559,chr15
Recql5,-,115892594,115933492,chr11
Redrum,+,54422294,54453294,chr18
Reep1,+,71707680,71810705,chr6
Reep2,+,34840588,34847463,chr18
Reep3,-,67009188,67096988,chr10
Reep4,+,70545250,70548935,chr14
Reep5,-,34344885,34373415,chr18
Reep6,+,80330144,80336441,chr10
Reg1,+,78425982,78428666,chr6
Reg2,+,78405154,78408097,chr6
Reg3a,+,78380708,78383839,chr6
Reg3b,+,78370884,78373466,chr6
Reg3d,-,78375873,78378865,chr6
Reg3g,-,78466267,78468874,chr6
